Order Reference,Vendor Reference,External ID,,Deliver To,Promised Date,Order Deadline,Vendor,Vendor CIF,SKU,Items Name,Order Lines / Quantity,Order Lines / Product / External ID,Order Lines / Custom Description,Unit Price
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,8400154,ALSTROEMERIA - flor,30,__export__.product_product_7269_87adae26,"SKU: 8400154
Item: ALSTROEMERIA - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,84001048,GREVILLEA SPIDERMAN - rama,20,__export__.product_product_7558_e858fc5f,"SKU: 84001048
Item: GREVILLEA SPIDERMAN - rama ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,8400202,GREVILLEA - MIX - rama,50,__export__.product_product_7457_c4d791f8,"SKU: 8400202
Item: GREVILLEA - MIX - rama ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,8400666,PEONIA - flor,60,__export__.product_product_7363_f62be7e6,"SKU: 8400666
Item: PEONIA - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,8400027,HORTENSIA NACIONAL - flor,10,__export__.product_product_7331_5888a0df,"SKU: 8400027
Item: HORTENSIA NACIONAL - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,84001039,ROSA GOLDEN LADY - flor,25,__export__.product_product_7746_91920b92,"SKU: 84001039
Item: ROSA GOLDEN LADY - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,84001040,ROSA FIRELIGHT - flor,30,__export__.product_product_7747_200c7db3,"SKU: 84001040
Item: ROSA FIRELIGHT - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,84001043,ROSA PETROVA - flor,6,__export__.product_product_7750_63ae9d8f,"SKU: 84001043
Item: ROSA PETROVA - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,84001045,ROSA PINK EXPRESSION - flor,12,__export__.product_product_7752_536ae9cf,"SKU: 84001045
Item: ROSA PINK EXPRESSION - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,84001046,ROSA MAI TAI - flor,40,__export__.product_product_7753_953606db,"SKU: 84001046
Item: ROSA MAI TAI - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,8400677,RS ROSA - Kahala - flor,30,__export__.product_product_7590_f11b7bb2,"SKU: 8400677
Item: RS ROSA - Kahala - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,84001047,RISA GRAVITY - flor,30,__export__.product_product_7754_d796375a,"SKU: 84001047
Item: RISA GRAVITY - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,8400399,RSR ROSA RAMI - MIX,40,__export__.product_product_7563_cb4e32f7,"SKU: 8400399
Item: RSR ROSA RAMI - MIX ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,8400980,ROSA SPRAY KEIJSERS - flor,70,__export__.product_product_7742_1e370670,"SKU: 8400980
Item: ROSA SPRAY KEIJSERS - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,8400990,ROSA  PRETTY PILLOW AYANA - flor,20,__export__.product_product_7698_0d6573b1,"SKU: 8400990
Item: ROSA  PRETTY PILLOW AYANA - flor ",0
Holded albaran id: AC260415 Vendor ref:000358-2,000358-2,AC260415,Anec Blau RETAIL,Blau: Recepciones,26/01/2026,27/01/2026,SERVIFLOR VILASSAR SL.,B64410145,84001031,TULIPAN TRESOR - flor,79,__export__.product_product_7086_16996e8b,"SKU: 84001031
Item: TULIPAN TRESOR - flor ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400485,"SUCCULENTUS ALTAS - MIX - planta/24 общая карточка
так же исзвестна KALANCHOE PUMILA T20",6,__export__.product_product_7231_26db8b92,"SKU: 8400485
Item: SUCCULENTUS ALTAS - MIX - planta/24 общая карточка
так же исзвестна KALANCHOE PUMILA T20",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400027,HORTENSIA NACIONAL - flor,10,__export__.product_product_7331_5888a0df,"SKU: 8400027
Item: HORTENSIA NACIONAL - flor ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400027,HORTENSIA NACIONAL - flor,5,__export__.product_product_7331_5888a0df,"SKU: 8400027
Item: HORTENSIA NACIONAL - flor ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400373,ANIGOZANTHOS - flor,20,__export__.product_product_7272_fa1470b7,"SKU: 8400373
Item: ANIGOZANTHOS - flor ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,84001053,ROSA SACRED - flor,30,__export__.product_product_7756_76e7d764,"SKU: 84001053
Item: ROSA SACRED - flor ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,84001052,ROSA AQUA - flor,40,__export__.product_product_7755_73295682,"SKU: 84001052
Item: ROSA AQUA - flor ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400692,ROSA RAMIFICADA - flor/4,60,__export__.product_product_7567_58b35fbf,"SKU: 8400692
Item: ROSA RAMIFICADA - flor/4 ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400847,SKIMMIA - ramo,15,__export__.product_product_7520_6d26112c,"SKU: 8400847
Item: SKIMMIA - ramo ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,84001031,TULIPAN TRESOR - flor,50,__export__.product_product_7086_16996e8b,"SKU: 84001031
Item: TULIPAN TRESOR - flor ",0
Holded albaran id: AC260427 Vendor ref:000494,494,AC260427,Anec Blau RETAIL,Blau: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400503,RS ROSA - Pink Athena,30,__export__.product_product_7601_ff44d2be,"SKU: 8400503
Item: RS ROSA - Pink Athena ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400485,"SUCCULENTUS ALTAS - MIX - planta/24 общая карточка
так же исзвестна KALANCHOE PUMILA T20",6,__export__.product_product_7231_26db8b92,"SKU: 8400485
Item: SUCCULENTUS ALTAS - MIX - planta/24 общая карточка
так же исзвестна KALANCHOE PUMILA T20",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400532,PHALAENOPSIS - MINI - planta/18,10,__export__.product_product_6923_6a5bc3b6,"SKU: 8400532
Item: PHALAENOPSIS - MINI - planta/18 ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400027,HORTENSIA NACIONAL - flor,15,__export__.product_product_7331_5888a0df,"SKU: 8400027
Item: HORTENSIA NACIONAL - flor ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400373,ANIGOZANTHOS - flor,20,__export__.product_product_7272_fa1470b7,"SKU: 8400373
Item: ANIGOZANTHOS - flor ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,84001053,ROSA SACRED - flor,20,__export__.product_product_7756_76e7d764,"SKU: 84001053
Item: ROSA SACRED - flor ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400503,RS ROSA - Pink Athena,30,__export__.product_product_7601_ff44d2be,"SKU: 8400503
Item: RS ROSA - Pink Athena ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,84001052,ROSA AQUA - flor,40,__export__.product_product_7755_73295682,"SKU: 84001052
Item: ROSA AQUA - flor ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400692,ROSA RAMIFICADA - flor/4,30,__export__.product_product_7567_58b35fbf,"SKU: 8400692
Item: ROSA RAMIFICADA - flor/4 ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400692,ROSA RAMIFICADA - flor/4,20,__export__.product_product_7567_58b35fbf,"SKU: 8400692
Item: ROSA RAMIFICADA - flor/4 ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,84001054,ROSA VERONA - flor,30,__export__.product_product_7757_6ffa4c25,"SKU: 84001054
Item: ROSA VERONA - flor ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400515,TULIPAN - flor/4,50,__export__.product_product_7377_f5b53759,"SKU: 8400515
Item: TULIPAN - flor/4 ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,8400847,SKIMMIA - ramo,10,__export__.product_product_7520_6d26112c,"SKU: 8400847
Item: SKIMMIA - ramo ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,84001031,TULIPAN TRESOR - flor,50,__export__.product_product_7086_16996e8b,"SKU: 84001031
Item: TULIPAN TRESOR - flor ",0
Holded albaran id: AC260428 Vendor ref:000494-2,000494-2,AC260428,Gloria RETAIL,Gloria: Recepciones,02/02/2026,03/02/2026,SERVIFLOR VILASSAR SL.,B64410145,84001055,SERRURIA - flor,40,__export__.product_product_7758_620f6a04,"SKU: 84001055
Item: SERRURIA - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400465,"CACTUS T13 MIX - planta/7,5",12,__export__.product_product_6856_d7dc45f1,"SKU: 8400465
Item: CACTUS T13 MIX - planta/7,5 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400465,"CACTUS T13 MIX - planta/7,5",12,__export__.product_product_6856_d7dc45f1,"SKU: 8400465
Item: CACTUS T13 MIX - planta/7,5 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400154,ALSTROEMERIA - flor,20,__export__.product_product_7269_87adae26,"SKU: 8400154
Item: ALSTROEMERIA - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400103,CLAVEL - MIX - flor,20,__export__.product_product_7293_140a2afe,"SKU: 8400103
Item: CLAVEL - MIX - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400537,CRASPEDIA - flor,48,__export__.product_product_7300_3c12ab1e,"SKU: 8400537
Item: CRASPEDIA - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400309,CROTON T13 - Petra - planta/12,8,__export__.product_product_6969_cd83ccc0,"SKU: 8400309
Item: CROTON T13 - Petra - planta/12 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001120,DRACENA FRAG,6,__export__.product_product_7127_5b43ac3f,"SKU: 84001120
Item: DRACENA FRAG ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400103,CLAVEL - MIX - flor,20,__export__.product_product_7293_140a2afe,"SKU: 8400103
Item: CLAVEL - MIX - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001119,DRACENA FRAG DORADO - planta/24,6,__export__.product_product_7166_224d0ac4,"SKU: 84001119
Item: DRACENA FRAG DORADO - planta/24 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001121,FICUS ELAS OTHER - planta/9,14,__export__.product_product_7816_a1672c29,"SKU: 84001121
Item: FICUS ELAS OTHER - planta/9 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001122,FICUS BENJ GREEN KINKY - planta/12,8,__export__.product_product_7804_909ed8a9,"SKU: 84001122
Item: FICUS BENJ GREEN KINKY - planta/12 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400481,PELARGONIUM T15 - Grandiflorum - planta/10,8,__export__.product_product_7208_81549f58,"SKU: 8400481
Item: PELARGONIUM T15 - Grandiflorum - planta/10 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001048,GREVILLEA SPIDERMAN - rama,20,__export__.product_product_7558_e858fc5f,"SKU: 84001048
Item: GREVILLEA SPIDERMAN - rama ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400077,PHILODENDRON  - planta/124,1,__export__.product_product_7032_44ccd36f,"SKU: 8400077
Item: PHILODENDRON  - planta/124 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400481,PELARGONIUM T15 - Grandiflorum - planta/10,8,__export__.product_product_7208_81549f58,"SKU: 8400481
Item: PELARGONIUM T15 - Grandiflorum - planta/10 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400530,RANUNCULUS GRANDE - flor,27,__export__.product_product_7367_01d960f9,"SKU: 8400530
Item: RANUNCULUS GRANDE - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001123,DRACENA FRAG - planta/9,6,__export__.product_product_7817_557b6d7e,"SKU: 84001123
Item: DRACENA FRAG - planta/9 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001123,DRACENA FRAG - planta/9,12,__export__.product_product_7817_557b6d7e,"SKU: 84001123
Item: DRACENA FRAG - planta/9 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400301,FICUS  - planta/14,10,__export__.product_product_7049_d170c3bd,"SKU: 8400301
Item: FICUS  - planta/14 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400481,PELARGONIUM T15 - Grandiflorum - planta/10,8,__export__.product_product_7208_81549f58,"SKU: 8400481
Item: PELARGONIUM T15 - Grandiflorum - planta/10 ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400516,ROSA BOGART - flor,28,__export__.product_product_7626_c636ceeb,"SKU: 8400516
Item: ROSA BOGART - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400503,RS ROSA - Pink Athena,30,__export__.product_product_7601_ff44d2be,"SKU: 8400503
Item: RS ROSA - Pink Athena ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400518,RANUNCULUS - Butterfly - flor,22,__export__.product_product_7368_cf933e13,"SKU: 8400518
Item: RANUNCULUS - Butterfly - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400828,ROSA CHIMO - flor,29,__export__.product_product_7723_2d18aa5c,"SKU: 8400828
Item: ROSA CHIMO - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400677,RS ROSA - Kahala - flor,20,__export__.product_product_7590_f11b7bb2,"SKU: 8400677
Item: RS ROSA - Kahala - flor ",0
Holded albaran id: AC260490 Vendor ref:001369,1369,AC260490,Gloria RETAIL,Gloria: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400780,ROSA MELOCOTÓN - flor,20,__export__.product_product_7733_de08eded,"SKU: 8400780
Item: ROSA MELOCOTÓN - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400154,ALSTROEMERIA - flor,31,__export__.product_product_7269_87adae26,"SKU: 8400154
Item: ALSTROEMERIA - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400103,CLAVEL - MIX - flor,20,__export__.product_product_7293_140a2afe,"SKU: 8400103
Item: CLAVEL - MIX - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400537,CRASPEDIA - flor,50,__export__.product_product_7300_3c12ab1e,"SKU: 8400537
Item: CRASPEDIA - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001120,DRACENA FRAG,6,__export__.product_product_7127_5b43ac3f,"SKU: 84001120
Item: DRACENA FRAG ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400103,CLAVEL - MIX - flor,20,__export__.product_product_7293_140a2afe,"SKU: 8400103
Item: CLAVEL - MIX - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001119,DRACENA FRAG DORADO - planta/24,6,__export__.product_product_7166_224d0ac4,"SKU: 84001119
Item: DRACENA FRAG DORADO - planta/24 ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001048,GREVILLEA SPIDERMAN - rama,20,__export__.product_product_7558_e858fc5f,"SKU: 84001048
Item: GREVILLEA SPIDERMAN - rama ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400530,RANUNCULUS GRANDE - flor,25,__export__.product_product_7367_01d960f9,"SKU: 8400530
Item: RANUNCULUS GRANDE - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,84001123,DRACENA FRAG - planta/9,6,__export__.product_product_7817_557b6d7e,"SKU: 84001123
Item: DRACENA FRAG - planta/9 ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400516,ROSA BOGART - flor,30,__export__.product_product_7626_c636ceeb,"SKU: 8400516
Item: ROSA BOGART - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400503,RS ROSA - Pink Athena,30,__export__.product_product_7601_ff44d2be,"SKU: 8400503
Item: RS ROSA - Pink Athena ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400518,RANUNCULUS - Butterfly - flor,30,__export__.product_product_7368_cf933e13,"SKU: 8400518
Item: RANUNCULUS - Butterfly - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400828,ROSA CHIMO - flor,30,__export__.product_product_7723_2d18aa5c,"SKU: 8400828
Item: ROSA CHIMO - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400749,ROSA RED NAOMI  - flor,30,__export__.product_product_7696_06127775,"SKU: 8400749
Item: ROSA RED NAOMI  - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400677,RS ROSA - Kahala - flor,20,__export__.product_product_7590_f11b7bb2,"SKU: 8400677
Item: RS ROSA - Kahala - flor ",0
Holded albaran id: AC260491 Vendor ref:001369-2,001369-2,AC260491,Anec Blau RETAIL,Blau: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400780,ROSA MELOCOTÓN - flor,30,__export__.product_product_7733_de08eded,"SKU: 8400780
Item: ROSA MELOCOTÓN - flor ",0
Holded albaran id: AC260499 Vendor ref:001369-3,001369-3,AC260499,Plaza RETAIL,Plaza: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400103,CLAVEL - MIX - flor,40,__export__.product_product_7293_140a2afe,"SKU: 8400103
Item: CLAVEL - MIX - flor ",0
Holded albaran id: AC260499 Vendor ref:001369-3,001369-3,AC260499,Plaza RETAIL,Plaza: Recepciones,12/03/2026,12/03/2026,SERVIFLOR VILASSAR SL.,B64410145,8400103,CLAVEL - MIX - flor,20,__export__.product_product_7293_140a2afe,"SKU: 8400103
Item: CLAVEL - MIX - flor ",0
